CustomerID,Risk_Score,Risk_Category
7817-OMJNA,6.83,Low (0-30%)
6374-NTQLP,6.83,Low (0-30%)
2650-GYRYL,6.82,Low (0-30%)
6518-PPLMZ,6.82,Low (0-30%)
1057-FOGLZ,6.81,Low (0-30%)
0993-OSGPT,6.81,Low (0-30%)
7032-LMBHI,6.8,Low (0-30%)
3887-PBQAO,6.8,Low (0-30%)
9027-TMATR,6.79,Low (0-30%)
2592-HODOV,6.78,Low (0-30%)
2332-TODQS,6.78,Low (0-30%)
4075-WKNIU,6.77,Low (0-30%)
0336-PIKEI,6.77,Low (0-30%)
1352-VHKAJ,6.76,Low (0-30%)
9565-AXSMR,6.76,Low (0-30%)
3506-OVLKD,6.75,Low (0-30%)
8853-TZDGH,6.74,Low (0-30%)
4654-ULTTN,6.74,Low (0-30%)
0895-UADGO,6.73,Low (0-30%)
7325-ENZFI,6.73,Low (0-30%)
1320-GVNHT,6.72,Low (0-30%)
7554-NEWDD,6.7,Low (0-30%)
7322-OCWHC,6.7,Low (0-30%)
0121-SNYRK,6.68,Low (0-30%)
6736-DHUQI,6.67,Low (0-30%)
0191-EQUUH,6.67,Low (0-30%)
7945-HLKEA,6.66,Low (0-30%)
4299-OPXEJ,6.66,Low (0-30%)
5061-PBXFW,6.66,Low (0-30%)
2578-JQPHZ,6.65,Low (0-30%)
9207-ZPANB,6.65,Low (0-30%)
8631-XVRZL,6.64,Low (0-30%)
0757-WCUUZ,6.64,Low (0-30%)
6693-DJWTY,6.63,Low (0-30%)
8387-UGUSU,6.63,Low (0-30%)
0661-KQHNK,6.62,Low (0-30%)
9178-JHUVJ,6.59,Low (0-30%)
2061-VVFST,6.59,Low (0-30%)
3621-CHYVB,6.57,Low (0-30%)
0164-APGRB,6.57,Low (0-30%)
0635-WKOLD,6.57,Low (0-30%)
4024-CSNBY,6.57,Low (0-30%)
9880-TDQAC,6.56,Low (0-30%)
6878-GGDWG,6.53,Low (0-30%)
1841-YSJGV,6.5,Low (0-30%)
2282-YGNOR,6.5,Low (0-30%)
8639-NHQEI,6.49,Low (0-30%)
7021-XSNYE,6.49,Low (0-30%)
7103-ZGVNT,6.48,Low (0-30%)
2675-IJRGJ,6.47,Low (0-30%)
4815-TUMEQ,6.46,Low (0-30%)
3021-VLNRJ,6.46,Low (0-30%)
3969-JQABI,6.46,Low (0-30%)
7269-JISCY,6.46,Low (0-30%)
3061-BCKYI,6.45,Low (0-30%)
6171-ZTVYB,6.45,Low (0-30%)
5266-PFRQK,6.45,Low (0-30%)
3115-CZMZD,6.45,Low (0-30%)
5792-JALQC,6.44,Low (0-30%)
8915-NNTRC,6.43,Low (0-30%)
6752-APNJL,6.43,Low (0-30%)
8263-QMNTJ,6.42,Low (0-30%)
9577-WJVCQ,6.4,Low (0-30%)
1090-ESELR,6.39,Low (0-30%)
5012-YSPJJ,6.38,Low (0-30%)
1043-UXOVO,6.38,Low (0-30%)
2580-ATZSQ,6.38,Low (0-30%)
7445-WMRBW,6.38,Low (0-30%)
8780-RSYYU,6.37,Low (0-30%)
8573-JGCZW,6.37,Low (0-30%)
6586-MYGKD,6.36,Low (0-30%)
8461-EFQYM,6.35,Low (0-30%)
5075-JSDKI,6.34,Low (0-30%)
8884-MRNSU,6.33,Low (0-30%)
8859-AXJZP,6.32,Low (0-30%)
5857-XRECV,6.32,Low (0-30%)
3812-LRZIR,6.32,Low (0-30%)
2664-XJZNO,6.31,Low (0-30%)
6217-KDYWC,6.31,Low (0-30%)
2239-CGBUZ,6.3,Low (0-30%)
6211-WWLTF,6.29,Low (0-30%)
4295-YURET,6.28,Low (0-30%)
5304-EFJLP,6.28,Low (0-30%)
1162-ECVII,6.27,Low (0-30%)
6260-XLACS,6.26,Low (0-30%)
1099-GODLO,6.24,Low (0-30%)
9866-OCCKE,6.23,Low (0-30%)
0334-ZFJSR,6.23,Low (0-30%)
3549-ZTMNH,6.23,Low (0-30%)
8570-KLJYJ,6.22,Low (0-30%)
8752-IMQOS,6.22,Low (0-30%)
7956-XQWGU,6.21,Low (0-30%)
5602-BVFMK,6.2,Low (0-30%)
8847-GEOOQ,6.2,Low (0-30%)
3174-AKMAS,6.19,Low (0-30%)
3486-KHMLI,6.19,Low (0-30%)
4697-LUPSU,6.18,Low (0-30%)
9746-YKGXB,6.17,Low (0-30%)
6463-MVYRY,6.16,Low (0-30%)
4104-PVRPS,6.16,Low (0-30%)
1291-CUOCY,6.15,Low (0-30%)
3401-URHDA,6.15,Low (0-30%)
9739-JLPQJ,6.14,Low (0-30%)
2363-BJLSL,6.14,Low (0-30%)
8777-PVYGU,6.14,Low (0-30%)
9546-KDTRB,6.14,Low (0-30%)
2263-SFSQZ,6.12,Low (0-30%)
7649-PHJVR,6.12,Low (0-30%)
6837-BJYDQ,6.12,Low (0-30%)
8076-FEZKJ,6.12,Low (0-30%)
3161-ONRWK,6.11,Low (0-30%)
8498-XXGWA,6.1,Low (0-30%)
1265-BCFEO,6.1,Low (0-30%)
5961-VUSRV,6.08,Low (0-30%)
3653-NCRDJ,6.07,Low (0-30%)
6349-JDHQP,6.07,Low (0-30%)
4685-TFLLS,6.07,Low (0-30%)
8221-HVAYI,6.06,Low (0-30%)
2550-QHZGP,6.05,Low (0-30%)
1335-MXCSE,6.04,Low (0-30%)
9067-YGSCA,6.04,Low (0-30%)
1984-GPTEH,6.04,Low (0-30%)
4056-QHXHZ,6.03,Low (0-30%)
8042-RNLKO,6.03,Low (0-30%)
3190-FZATL,6.03,Low (0-30%)
5249-QYHEX,6.02,Low (0-30%)
2499-AJYUA,6.01,Low (0-30%)
4795-WRNVT,6.0,Low (0-30%)
0164-XAIRP,5.99,Low (0-30%)
0810-DHDBD,5.99,Low (0-30%)
7520-HQWJU,5.98,Low (0-30%)
7427-AUFPY,5.97,Low (0-30%)
8169-SAEJD,5.97,Low (0-30%)
3638-WEABW,5.97,Low (0-30%)
9769-TSBZE,5.97,Low (0-30%)
4565-EVZMJ,5.97,Low (0-30%)
3134-DSHVC,5.96,Low (0-30%)
1429-UYJSV,5.95,Low (0-30%)
1015-JPFYW,5.94,Low (0-30%)
4111-BNXIF,5.94,Low (0-30%)
8148-NLEGT,5.93,Low (0-30%)
8314-HTWVE,5.92,Low (0-30%)
9297-FVVDH,5.91,Low (0-30%)
8084-OIVBS,5.9,Low (0-30%)
8668-KNZTI,5.9,Low (0-30%)
7691-KGKGP,5.9,Low (0-30%)
4134-BSXLX,5.89,Low (0-30%)
8309-PPCED,5.88,Low (0-30%)
6719-FGEDO,5.88,Low (0-30%)
7353-YOWFP,5.88,Low (0-30%)
0071-NDAFP,5.87,Low (0-30%)
1302-TPUBN,5.86,Low (0-30%)
8807-OPMBM,5.86,Low (0-30%)
4549-ZDQYY,5.86,Low (0-30%)
2999-AANRQ,5.86,Low (0-30%)
1131-ALZWV,5.86,Low (0-30%)
4980-URKXC,5.85,Low (0-30%)
4872-VXRIL,5.85,Low (0-30%)
6598-KELSS,5.84,Low (0-30%)
9782-LGXMC,5.84,Low (0-30%)
7977-HXJKU,5.83,Low (0-30%)
2725-IWWBA,5.82,Low (0-30%)
3810-DVDQQ,5.81,Low (0-30%)
7340-KEFQE,5.81,Low (0-30%)
6122-EFVKN,5.79,Low (0-30%)
8612-GXIDD,5.78,Low (0-30%)
7452-FOLON,5.78,Low (0-30%)
6103-QCKFX,5.76,Low (0-30%)
2662-NNTDK,5.75,Low (0-30%)
9674-EHPPG,5.75,Low (0-30%)
6974-DAFLI,5.75,Low (0-30%)
5016-LIPDW,5.75,Low (0-30%)
8587-XYZSF,5.74,Low (0-30%)
2516-XSJKX,5.73,Low (0-30%)
8717-VCTXJ,5.72,Low (0-30%)
8792-AOROI,5.71,Low (0-30%)
4702-HDRKD,5.71,Low (0-30%)
8292-FRFZQ,5.7,Low (0-30%)
5799-JRCZO,5.7,Low (0-30%)
7771-ZONAT,5.7,Low (0-30%)
4573-JKNAE,5.68,Low (0-30%)
1051-EQPZR,5.68,Low (0-30%)
6980-CDGFC,5.68,Low (0-30%)
5795-BKOYE,5.68,Low (0-30%)
1206-EHBDD,5.67,Low (0-30%)
2380-DAMQP,5.67,Low (0-30%)
1241-FPMOF,5.66,Low (0-30%)
1089-XZWHH,5.65,Low (0-30%)
4114-QMKVN,5.64,Low (0-30%)
7247-XOZPB,5.63,Low (0-30%)
1752-OZXFY,5.62,Low (0-30%)
8338-QIUNR,5.62,Low (0-30%)
2038-YSEZE,5.62,Low (0-30%)
6504-VBLFL,5.62,Low (0-30%)
2995-YWTCD,5.62,Low (0-30%)
7639-LIAYI,5.61,Low (0-30%)
2430-RRYUW,5.61,Low (0-30%)
2560-QTSBS,5.6,Low (0-30%)
2616-FLVQC,5.6,Low (0-30%)
9746-UGFAC,5.6,Low (0-30%)
8050-XGRVL,5.6,Low (0-30%)
4890-VMUAV,5.59,Low (0-30%)
0859-YGKFW,5.59,Low (0-30%)
0654-PQKDW,5.58,Low (0-30%)
0731-EBJQB,5.58,Low (0-30%)
9798-OPFEM,5.57,Low (0-30%)
7644-OMVMY,5.56,Low (0-30%)
2138-VFAPZ,5.56,Low (0-30%)
2969-VAPYH,5.55,Low (0-30%)
5512-IDZEI,5.55,Low (0-30%)
7242-EDTYC,5.55,Low (0-30%)
3831-YCPUO,5.55,Low (0-30%)
9225-BZLNZ,5.54,Low (0-30%)
2039-JONDJ,5.54,Low (0-30%)
1930-QPBVZ,5.53,Low (0-30%)
4291-YZODP,5.52,Low (0-30%)
6765-MBQNU,5.51,Low (0-30%)
9548-ZMVTX,5.51,Low (0-30%)
3392-EHMNK,5.5,Low (0-30%)
6509-TSGWN,5.5,Low (0-30%)
5859-HZYLF,5.5,Low (0-30%)
2703-AMTUL,5.49,Low (0-30%)
7153-CHRBV,5.49,Low (0-30%)
6516-NKQBO,5.48,Low (0-30%)
6814-ZPWFQ,5.48,Low (0-30%)
4632-XJMEX,5.48,Low (0-30%)
5260-UMPWX,5.47,Low (0-30%)
8143-ETQTI,5.47,Low (0-30%)
8265-HKSOW,5.47,Low (0-30%)
2057-BOYKM,5.46,Low (0-30%)
8763-KIAFH,5.46,Low (0-30%)
3518-FSTWG,5.45,Low (0-30%)
8029-XYPWT,5.45,Low (0-30%)
6527-PZFPV,5.45,Low (0-30%)
2788-CJQAQ,5.45,Low (0-30%)
0458-HEUZG,5.44,Low (0-30%)
4393-OBCRR,5.44,Low (0-30%)
5668-MEISB,5.43,Low (0-30%)
0604-THJFP,5.39,Low (0-30%)
0979-MOZQI,5.39,Low (0-30%)
2137-DQMEV,5.39,Low (0-30%)
8745-PVESG,5.39,Low (0-30%)
4342-HFXWS,5.39,Low (0-30%)
6229-UOLQL,5.39,Low (0-30%)
5641-DMBFJ,5.39,Low (0-30%)
7029-IJEJK,5.38,Low (0-30%)
7795-CFOCW,5.38,Low (0-30%)
4163-NCJAK,5.38,Low (0-30%)
2824-DXNKN,5.36,Low (0-30%)
0804-YGEQV,5.36,Low (0-30%)
3585-YNADK,5.35,Low (0-30%)
3933-DQPWX,5.34,Low (0-30%)
5447-VYTKW,5.34,Low (0-30%)
8690-UPCZI,5.34,Low (0-30%)
6508-NJYRO,5.33,Low (0-30%)
2958-NHPPS,5.33,Low (0-30%)
6872-HXFNF,5.32,Low (0-30%)
5893-KCLGT,5.32,Low (0-30%)
3057-VJJQE,5.32,Low (0-30%)
9928-BZVLZ,5.32,Low (0-30%)
0142-GVYSN,5.31,Low (0-30%)
6614-FHDBO,5.31,Low (0-30%)
8430-TWCBX,5.31,Low (0-30%)
2908-WGAXL,5.31,Low (0-30%)
9968-FFVVH,5.31,Low (0-30%)
8241-JUIQO,5.29,Low (0-30%)
8208-EUMTE,5.29,Low (0-30%)
5312-TSZVC,5.29,Low (0-30%)
3120-FAZKD,5.28,Low (0-30%)
3258-ZKPAI,5.27,Low (0-30%)
1488-PBLJN,5.27,Low (0-30%)
5619-XZZKR,5.27,Low (0-30%)
9788-HNGUT,5.25,Low (0-30%)
1972-XMUWV,5.25,Low (0-30%)
6177-PEVRA,5.24,Low (0-30%)
9489-DEDVP,5.23,Low (0-30%)
4452-ROHMO,5.23,Low (0-30%)
2521-NPUZR,5.22,Low (0-30%)
1763-KUAAW,5.21,Low (0-30%)
8823-RLPWL,5.2,Low (0-30%)
4560-WQAQW,5.2,Low (0-30%)
7009-PCARS,5.19,Low (0-30%)
6082-GLJIX,5.19,Low (0-30%)
9227-UAQFT,5.19,Low (0-30%)
0269-XFESX,5.18,Low (0-30%)
2188-SXWVT,5.18,Low (0-30%)
5696-JVVQY,5.16,Low (0-30%)
5777-ZPQNC,5.16,Low (0-30%)
8595-SIZNC,5.16,Low (0-30%)
5127-BZENZ,5.15,Low (0-30%)
7244-QWYHG,5.15,Low (0-30%)
0263-FJTQO,5.15,Low (0-30%)
3082-WQRVY,5.12,Low (0-30%)
4915-BFSXL,5.12,Low (0-30%)
7338-ERIVA,5.12,Low (0-30%)
8434-PNQZX,5.09,Low (0-30%)
6746-WAUWT,5.09,Low (0-30%)
9891-NQDBD,5.09,Low (0-30%)
2904-GGUAZ,5.08,Low (0-30%)
3422-WJOYD,5.08,Low (0-30%)
3580-HYCSP,5.08,Low (0-30%)
0307-BCOPK,5.07,Low (0-30%)
9220-CXRSC,5.07,Low (0-30%)
2123-VSCOT,5.06,Low (0-30%)
7168-HDQHG,5.06,Low (0-30%)
6064-ZATLR,5.06,Low (0-30%)
5519-TEEUH,5.06,Low (0-30%)
6419-ZTTLE,5.06,Low (0-30%)
2335-GSODA,5.04,Low (0-30%)
1866-ZSLJM,5.03,Low (0-30%)
2612-PHGOX,5.03,Low (0-30%)
7369-TRPFD,5.02,Low (0-30%)
4323-ELYYB,5.02,Low (0-30%)
5197-YPYBZ,5.0,Low (0-30%)
3957-HHLMR,4.99,Low (0-30%)
5696-EXCYS,4.98,Low (0-30%)
0412-UCCNP,4.98,Low (0-30%)
5995-WWKKG,4.96,Low (0-30%)
6901-GOGZG,4.96,Low (0-30%)
7665-NKLAV,4.95,Low (0-30%)
3740-RLMVT,4.95,Low (0-30%)
6371-NZYEG,4.93,Low (0-30%)
9541-ZPSEA,4.93,Low (0-30%)
4893-GYUJU,4.92,Low (0-30%)
2954-PIBKO,4.91,Low (0-30%)
9473-CBZOP,4.91,Low (0-30%)
4981-FLTMF,4.91,Low (0-30%)
6584-VQMYT,4.9,Low (0-30%)
3530-VWVGU,4.9,Low (0-30%)
6922-NCEDI,4.89,Low (0-30%)
5125-CNDSP,4.89,Low (0-30%)
5173-ZXXXL,4.88,Low (0-30%)
2710-WYVXG,4.87,Low (0-30%)
1222-KJNZD,4.87,Low (0-30%)
5406-KGRMX,4.86,Low (0-30%)
8050-DVOJX,4.85,Low (0-30%)
0732-OCQOC,4.85,Low (0-30%)
3623-FQBOX,4.85,Low (0-30%)
2466-FCCPT,4.84,Low (0-30%)
4213-HKBJO,4.84,Low (0-30%)
2862-JVEOY,4.83,Low (0-30%)
4909-JOUPP,4.83,Low (0-30%)
1431-CYWMH,4.82,Low (0-30%)
4526-EXKKN,4.81,Low (0-30%)
0675-NCDYU,4.8,Low (0-30%)
5227-JSCFE,4.8,Low (0-30%)
2228-BZDEE,4.8,Low (0-30%)
0017-IUDMW,4.8,Low (0-30%)
7277-KAMWT,4.78,Low (0-30%)
3498-LZGQZ,4.77,Low (0-30%)
5495-GPSRW,4.77,Low (0-30%)
6463-HHXJR,4.76,Low (0-30%)
2077-DDHJK,4.75,Low (0-30%)
9588-YRFHY,4.74,Low (0-30%)
7605-BDWDC,4.74,Low (0-30%)
1414-YADCW,4.74,Low (0-30%)
5063-IUOKK,4.74,Low (0-30%)
7665-VIGUD,4.72,Low (0-30%)
6234-RAAPL,4.71,Low (0-30%)
1345-ZUKID,4.71,Low (0-30%)
3508-CFVZL,4.7,Low (0-30%)
4335-UPJSI,4.7,Low (0-30%)
5840-NVDCG,4.7,Low (0-30%)
7435-ZNUYY,4.7,Low (0-30%)
3200-MNQTF,4.7,Low (0-30%)
2451-YMUXS,4.69,Low (0-30%)
0853-TWRVK,4.68,Low (0-30%)
4584-LBNMK,4.68,Low (0-30%)
3452-FLHYD,4.67,Low (0-30%)
8097-VBQTZ,4.67,Low (0-30%)
2773-MADBQ,4.67,Low (0-30%)
9541-PWTWO,4.66,Low (0-30%)
3719-TDVQB,4.65,Low (0-30%)
7609-NRNCA,4.64,Low (0-30%)
1862-QRWPE,4.64,Low (0-30%)
7542-CYDDM,4.62,Low (0-30%)
5442-BXVND,4.62,Low (0-30%)
5539-HIVAK,4.62,Low (0-30%)
1813-JYWTO,4.62,Low (0-30%)
0420-TXVSG,4.61,Low (0-30%)
2243-FNMMI,4.61,Low (0-30%)
4623-ZKHLY,4.61,Low (0-30%)
3374-PZLXD,4.61,Low (0-30%)
4359-INNWN,4.6,Low (0-30%)
2996-XAUVF,4.6,Low (0-30%)
7293-LSCDV,4.59,Low (0-30%)
4644-OBGFZ,4.58,Low (0-30%)
2245-ADZFJ,4.58,Low (0-30%)
3950-VPYJB,4.56,Low (0-30%)
4163-HFTUK,4.54,Low (0-30%)
1022-RKXDR,4.54,Low (0-30%)
1552-CZCLL,4.54,Low (0-30%)
3389-KTRXV,4.53,Low (0-30%)
2164-SOQXL,4.51,Low (0-30%)
1171-TYKUR,4.5,Low (0-30%)
4717-GHADL,4.49,Low (0-30%)
3976-HXHCE,4.49,Low (0-30%)
1088-AUUZZ,4.48,Low (0-30%)
8292-ITGYJ,4.47,Low (0-30%)
8277-RVRSV,4.46,Low (0-30%)
0463-TXOAK,4.45,Low (0-30%)
6727-IOTLZ,4.44,Low (0-30%)
6427-FEFIG,4.44,Low (0-30%)
5135-RDDQL,4.43,Low (0-30%)
3721-CNZHX,4.43,Low (0-30%)
5575-GNVDE,4.42,Low (0-30%)
2160-GPFXD,4.41,Low (0-30%)
9553-DLCLU,4.41,Low (0-30%)
1178-PZGAB,4.39,Low (0-30%)
1177-XZBJL,4.39,Low (0-30%)
3525-DVKFN,4.39,Low (0-30%)
1734-ZMNTZ,4.39,Low (0-30%)
8565-WUXZU,4.39,Low (0-30%)
5186-PEIZU,4.38,Low (0-30%)
5982-PSMKW,4.35,Low (0-30%)
9958-MEKUC,4.34,Low (0-30%)
3378-AJRAO,4.33,Low (0-30%)
9258-CNWAC,4.3,Low (0-30%)
2266-FUBDZ,4.3,Low (0-30%)
5313-FPXWG,4.29,Low (0-30%)
9967-ATRFS,4.28,Low (0-30%)
9030-QGZNL,4.28,Low (0-30%)
5684-FJVYR,4.27,Low (0-30%)
6729-FZWSY,4.27,Low (0-30%)
8626-XHBIE,4.26,Low (0-30%)
6650-BWFRT,4.26,Low (0-30%)
8597-CTXVJ,4.26,Low (0-30%)
5781-BKHOP,4.25,Low (0-30%)
7030-FZTFM,4.25,Low (0-30%)
9845-QOMAD,4.24,Low (0-30%)
3482-ABPKK,4.23,Low (0-30%)
5196-WPYOW,4.23,Low (0-30%)
7137-NAXML,4.22,Low (0-30%)
2589-AYCRP,4.21,Low (0-30%)
3970-XGJDU,4.2,Low (0-30%)
3963-RYFNS,4.2,Low (0-30%)
9451-WLYRI,4.2,Low (0-30%)
8450-LUGUK,4.2,Low (0-30%)
7010-ZMVBF,4.19,Low (0-30%)
4883-KCPZJ,4.19,Low (0-30%)
8067-NIOYM,4.19,Low (0-30%)
8513-OLYGY,4.18,Low (0-30%)
1760-CAZHT,4.18,Low (0-30%)
1431-AIDJQ,4.18,Low (0-30%)
6691-CCIHA,4.18,Low (0-30%)
1272-ILHFG,4.17,Low (0-30%)
0455-ENTCR,4.17,Low (0-30%)
1744-JHKYS,4.16,Low (0-30%)
6870-ECSHE,4.16,Low (0-30%)
1098-KFQEC,4.15,Low (0-30%)
9150-KPBJQ,4.15,Low (0-30%)
8510-BBWMU,4.15,Low (0-30%)
5338-YHWYT,4.14,Low (0-30%)
6080-LNESI,4.14,Low (0-30%)
4381-MHQDC,4.14,Low (0-30%)
0835-DUUIQ,4.14,Low (0-30%)
4737-HOBAX,4.14,Low (0-30%)
1352-HNSAW,4.14,Low (0-30%)
8144-DGHXP,4.14,Low (0-30%)
9142-XMYJH,4.13,Low (0-30%)
7860-KSUGX,4.13,Low (0-30%)
0771-CHWSK,4.13,Low (0-30%)
9046-JBFWA,4.13,Low (0-30%)
8908-SLFCJ,4.12,Low (0-30%)
9867-NNXLC,4.11,Low (0-30%)
3865-ZFZIB,4.11,Low (0-30%)
6551-ZCOTS,4.11,Low (0-30%)
3352-RICWQ,4.11,Low (0-30%)
9504-YAZWB,4.11,Low (0-30%)
7173-TETGO,4.1,Low (0-30%)
5774-QPLTF,4.1,Low (0-30%)
6388-TABGU,4.1,Low (0-30%)
4568-KNYWR,4.1,Low (0-30%)
4803-LBYPN,4.09,Low (0-30%)
1964-SVLEA,4.09,Low (0-30%)
2120-SMPEX,4.08,Low (0-30%)
9371-BITHB,4.08,Low (0-30%)
4950-HKQTE,4.07,Low (0-30%)
1401-FTHFQ,4.07,Low (0-30%)
2324-AALNO,4.07,Low (0-30%)
2418-TPEUN,4.07,Low (0-30%)
1371-OJCEK,4.07,Low (0-30%)
2581-VKIRT,4.07,Low (0-30%)
5676-CFLYY,4.06,Low (0-30%)
8398-TBIYD,4.06,Low (0-30%)
1480-BKXGA,4.05,Low (0-30%)
8191-XWSZG,4.05,Low (0-30%)
1642-HMARX,4.05,Low (0-30%)
3082-YVEKW,4.05,Low (0-30%)
8106-GWQOK,4.04,Low (0-30%)
2498-XLDZR,4.03,Low (0-30%)
2888-ADFAO,4.03,Low (0-30%)
5642-MHDQT,4.02,Low (0-30%)
2520-SGTTA,4.02,Low (0-30%)
4121-AGSIN,4.01,Low (0-30%)
5583-EJXRD,4.01,Low (0-30%)
9593-CVZKR,4.0,Low (0-30%)
3243-ZHOHY,4.0,Low (0-30%)
4367-NUYAO,3.99,Low (0-30%)
6007-TCTST,3.98,Low (0-30%)
4304-XUMGI,3.95,Low (0-30%)
6147-CBCRA,3.95,Low (0-30%)
5451-MHQOF,3.94,Low (0-30%)
6152-ONASV,3.94,Low (0-30%)
1266-NZYUI,3.94,Low (0-30%)
0536-ESJEP,3.93,Low (0-30%)
3131-NWVFJ,3.93,Low (0-30%)
2595-KIWPV,3.93,Low (0-30%)
3546-GHEAE,3.92,Low (0-30%)
5158-RIVOP,3.92,Low (0-30%)
3266-FTKHB,3.92,Low (0-30%)
1945-XISKS,3.9,Low (0-30%)
2085-JVGAD,3.89,Low (0-30%)
1776-SPBWV,3.89,Low (0-30%)
3213-VVOLG,3.89,Low (0-30%)
2075-PUEPR,3.89,Low (0-30%)
5656-MJEFC,3.89,Low (0-30%)
9194-GFVOI,3.88,Low (0-30%)
1093-YSWCA,3.86,Low (0-30%)
6859-QNXIQ,3.86,Low (0-30%)
6120-RJKLU,3.85,Low (0-30%)
2277-AXSDC,3.85,Low (0-30%)
5546-QUERU,3.85,Low (0-30%)
0206-OYVOC,3.85,Low (0-30%)
6696-YDAYZ,3.84,Low (0-30%)
3705-PSNGL,3.84,Low (0-30%)
9028-LIHRP,3.84,Low (0-30%)
5469-NUJUR,3.84,Low (0-30%)
8606-CIQUL,3.84,Low (0-30%)
2626-VEEWG,3.84,Low (0-30%)
9950-MTGYX,3.84,Low (0-30%)
1697-LYYYX,3.83,Low (0-30%)
3620-EHIMZ,3.83,Low (0-30%)
5322-TEUJK,3.82,Low (0-30%)
3283-WCWXT,3.82,Low (0-30%)
0784-GTUUK,3.81,Low (0-30%)
3721-WKIIL,3.81,Low (0-30%)
7471-WNSUF,3.81,Low (0-30%)
7872-BAAZR,3.81,Low (0-30%)
7688-AWMDX,3.8,Low (0-30%)
0266-GMEAO,3.8,Low (0-30%)
4425-OWHWB,3.78,Low (0-30%)
4188-PCPIG,3.78,Low (0-30%)
1116-FRYVH,3.75,Low (0-30%)
1231-YNDEK,3.75,Low (0-30%)
8204-TIFGJ,3.74,Low (0-30%)
2753-JMMCV,3.74,Low (0-30%)
7771-CFQRQ,3.73,Low (0-30%)
2817-LVCPP,3.73,Low (0-30%)
1092-WPIVQ,3.73,Low (0-30%)
3511-BFTJW,3.72,Low (0-30%)
3891-NLXJB,3.72,Low (0-30%)
1245-HARPS,3.72,Low (0-30%)
0422-OHQHQ,3.72,Low (0-30%)
4194-FJARJ,3.72,Low (0-30%)
1790-NESIO,3.71,Low (0-30%)
4703-MQYKT,3.71,Low (0-30%)
7941-RCJOW,3.7,Low (0-30%)
6919-ELBGL,3.7,Low (0-30%)
2320-TZRRH,3.7,Low (0-30%)
5148-HKFIR,3.68,Low (0-30%)
4475-NVTLU,3.66,Low (0-30%)
9530-GRMJG,3.66,Low (0-30%)
2017-CCBLH,3.66,Low (0-30%)
1970-KKFWL,3.66,Low (0-30%)
8590-YFFQO,3.66,Low (0-30%)
1494-EJZDW,3.65,Low (0-30%)
8969-PRHFK,3.65,Low (0-30%)
7706-YLMQA,3.64,Low (0-30%)
2525-GVKQU,3.62,Low (0-30%)
8514-VZHEB,3.61,Low (0-30%)
5730-DBDSI,3.61,Low (0-30%)
9150-HEPMB,3.61,Low (0-30%)
8098-TDCBU,3.61,Low (0-30%)
1599-EAHXY,3.6,Low (0-30%)
5996-EBTKM,3.6,Low (0-30%)
4376-KFVRS,3.6,Low (0-30%)
2256-YLYLP,3.6,Low (0-30%)
1333-PBMXB,3.6,Low (0-30%)
3892-NXAZG,3.6,Low (0-30%)
9313-QOLTZ,3.6,Low (0-30%)
5039-LZRQT,3.59,Low (0-30%)
9481-WHGWY,3.58,Low (0-30%)
8069-RHUXK,3.57,Low (0-30%)
0942-KOWSM,3.57,Low (0-30%)
6100-FJZDG,3.56,Low (0-30%)
2387-KDZQY,3.56,Low (0-30%)
9766-HGEDE,3.55,Low (0-30%)
1207-BLKSA,3.55,Low (0-30%)
9385-EHGDO,3.55,Low (0-30%)
7061-OVMIM,3.55,Low (0-30%)
7601-DHFWZ,3.54,Low (0-30%)
7779-ORAEL,3.54,Low (0-30%)
1399-OUPJN,3.54,Low (0-30%)
5442-PPTJY,3.53,Low (0-30%)
8380-MQINP,3.53,Low (0-30%)
6518-KZXCB,3.52,Low (0-30%)
7473-ZBDSN,3.52,Low (0-30%)
3935-TBRZZ,3.52,Low (0-30%)
7319-ZNRTR,3.52,Low (0-30%)
8129-GMVGI,3.52,Low (0-30%)
8219-VYBVI,3.51,Low (0-30%)
8388-DMKAE,3.51,Low (0-30%)
5505-OVWQW,3.5,Low (0-30%)
5893-PYOLZ,3.5,Low (0-30%)
3520-FJGCV,3.49,Low (0-30%)
5986-WWXDV,3.49,Low (0-30%)
0486-LGCCH,3.49,Low (0-30%)
2121-JAFOM,3.48,Low (0-30%)
9055-MOJJJ,3.48,Low (0-30%)
6131-IUNXN,3.47,Low (0-30%)
0428-AXXLJ,3.47,Low (0-30%)
9500-WBGRP,3.47,Low (0-30%)
4018-KJYUY,3.47,Low (0-30%)
8628-MFKAX,3.46,Low (0-30%)
9467-ROOLM,3.46,Low (0-30%)
0357-NVCRI,3.45,Low (0-30%)
0224-NIJLP,3.45,Low (0-30%)
4378-BZYFP,3.44,Low (0-30%)
1215-EXRMO,3.44,Low (0-30%)
4992-LTJNE,3.44,Low (0-30%)
6203-HBZPA,3.43,Low (0-30%)
5914-XRFQB,3.42,Low (0-30%)
2162-FRZAA,3.41,Low (0-30%)
3727-OVPRY,3.4,Low (0-30%)
9298-WGMRW,3.39,Low (0-30%)
5296-PSYVW,3.39,Low (0-30%)
9617-UDPEU,3.38,Low (0-30%)
6904-JLBGY,3.37,Low (0-30%)
8857-CUPFQ,3.37,Low (0-30%)
8295-KMENE,3.37,Low (0-30%)
8499-BRXTD,3.36,Low (0-30%)
1498-DQNRX,3.36,Low (0-30%)
